Understat_ID,FPL_ID,Understat_Name,FPL_Name
12573,243,Tyrique George,Tyrique George
-1,293,,Jake O'Brien
-1,521,,Ibrahim Sangaré
-1,775,,Tymur Tutierov
12234,650,Tawanda Chirewa,Tawanda Chirewa
11461,548,Romaine Mundle,Romaine Mundle
-1,556,,Pierre Ekwah Elimby
-1,590,,Bryan Gil Salvatierra
13711,145,Maxim De Cuyper,Maxim De Cuyper
10140,-1,Hugo Bueno,
-1,655,,Fábio Soares Silva
-1,820,,Kian McMahon-Brown
-1,376,,Joe Gomez
-1,836,,Jimmy Sinclair
-1,824,,Conor McManus
-1,306,,Callum Bates
-1,246,,Andrey Nascimento dos Santos
8497,235,Cole Palmer,Cole Palmer
6544,365,Lukas Nmecha,Lukas Nmecha
5590,232,Tosin Adarabioyo,Tosin Adarabioyo
9040,796,Conor Gallagher,Conor Gallagher
11269,163,Jack Hinshelwood,Jack Hinshelwood
-1,505,,Nikola Milenković
11766,-1,Manuel Ugarte,
14219,758,Mohamadou Kanté,Mohamadou Kanté
-1,752,,Airidas Golambeckis
12359,626,Callum Marshall,Callum Marshall
7753,706,James Justin,James Justin
6055,414,Phil Foden,Phil Foden
14395,-1,Rayan,
-1,236,,Pedro Lomba Neto
11711,139,Bart Verbruggen,Bart Verbruggen
5613,-1,Gabriel,
10864,-1,Marcos Senesi,
-1,823,,Joshua Stephenson
6665,388,Curtis Jones,Curtis Jones
-1,667,,Adam Aznou
-1,538,,Zak Johnson
11965,427,Tijjani Reijnders,Tijjani Reijnders
13730,206,Marcus Edwards,Marcus Edwards
-1,578,,Luka Vušković
-1,220,,Robert Lynch Sánchez
11070,654,Jørgen Strand Larsen,Jørgen Strand Larsen
-1,611,,Kaelan Casey
-1,833,,Mathis Eboué
-1,561,,Eliezer Mayenda Dossou
1653,295,Michael Keane,Michael Keane
10744,87,Ryan Christie,Ryan Christie
-1,188,,Hannes Delcroix
-1,484,,Matt Targett
9021,-1,Pape Sarr,
-1,557,,Harrison Jones
-1,799,,Charlie Stevens
-1,31,,Gabriel Fernando de Jesus
-1,321,,Jorge Cuenca Barreno
-1,526,,Igor Jesus Maciel da Cruz
12203,-1,Treymaurice Nyoni,
8285,330,Sander Berge,Sander Berge
7752,-1,Gabriel Martinelli,
-1,765,,Leo Shahar
-1,576,,Ashley Phillips
8858,565,Guglielmo Vicario,Guglielmo Vicario
13726,197,Oliver Sonne,Oliver Sonne
-1,412,,Vitor de Oliveira Nunes dos Reis
-1,776,,Oliver Pimlott
-1,703,,Sam Proctor
12032,-1,Djordje Petrovic,
12721,709,Ladislav Krejcí,Ladislav Krejcí
-1,13,,Brayden Clarke
-1,457,,Carlos Henrique Casimiro
-1,467,,Chido Obi
-1,673,,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves
14029,172,Tom Watson,Tom Watson
10948,791,Valentín Castellanos,Valentín Castellanos
-1,117,,Kim Ji-soo
1760,678,Arthur Masuaku,Arthur Masuaku
14290,-1,Pablo,
8204,508,Neco Williams,Neco Williams
13220,651,Tom Edozie,Tom Edozie
10756,199,Joe Worrall,Joe Worrall
-1,807,,Rayan Vitor Simplício Rocha
1116,736,Gianluigi Donnarumma,Gianluigi Donnarumma
-1,29,,Albert Sambi Lokonga
-1,69,,Callan McKenna
-1,255,,Remi Matthews
-1,136,,Igor Thiago Nascimento Rodrigues
13484,749,Mateus Mané,Mateus Mané
12756,-1,Rodrigo Gomes,
-1,153,,Adam Webster
-1,498,,Joe White
14127,744,Nehemiah Oriola,Nehemiah Oriola
-1,533,,Aji Alese
13775,-1,Estêvão,
-1,760,,Wellity Lucky
-1,23,,Fábio Ferreira Vieira
-1,803,,Teddy Sharman-Lowe
-1,825,,Finlay Herrick
7943,-1,Igor Julio,
11701,216,Zeki Amdouni,Zeki Amdouni
-1,298,,Reece Welch
-1,459,,Manuel Ugarte Ribeiro
-1,746,,Kieran Morrison
8786,400,Stefan Ortega Moreno,Stefan Ortega Moreno
5603,674,Aaron Ramsdale,Aaron Ramsdale
-1,79,,Chris Mepham
9154,517,Elliot Anderson,Elliot Anderson
-1,161,,Julio Enciso Espínola
11167,-1,Chadi Riad,
-1,103,,Matthew Cox
9739,242,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall
3203,320,Issa Diop,Issa Diop
13068,-1,Morato,
-1,211,,Aaron Ramsey
7083,24,Christian Nørgaard,Christian Nørgaard
-1,647,,Gonçalo Manuel Ganchinho Guedes
12054,-1,Altay Bayindir,
-1,633,,Hugo Bueno López
-1,699,,Douglas Luiz Soares de Paulo
-1,35,,Filip Marschall
987,-1,Joseph Gomez,
-1,554,,Abdoullah Ba
-1,183,,Max Weiß
-1,66,,Norberto Murara Neto
7438,303,James Garner,James Garner
10696,438,Noussair Mazraoui,Noussair Mazraoui
7603,-1,Marc Guehi,
9554,304,Tim Iroegbunam,Tim Iroegbunam
-1,62,,Jamaldeen Jimoh-Aloba
6063,489,Jacob Murphy,Jacob Murphy
-1,529,,Simon Moore
8351,638,Ki-Jana Hoever,Ki-Jana Hoever
9693,367,Giorgi Mamardashvili,Giorgi Mamardashvili
11363,82,Antoine Semenyo,Antoine Semenyo
13740,682,David Møller Wolfe,David Møller Wolfe
934,198,Axel Tuanzebe,Axel Tuanzebe
5659,694,Nordi Mukiele,Nordi Mukiele
13584,795,Harry Howell,Harry Howell
-1,164,,Matt O'Riley
-1,701,,Triston Rowe
-1,92,,Romain Faivre
-1,68,,Will Dennis
13714,542,Jenson Seelt,Jenson Seelt
-1,541,,Reinildo Mandava
9983,-1,Beto,
14425,812,Melker Ellborg,Melker Ellborg
-1,279,,Matheus França de Oliveira
-1,804,,João Victor de Souza Menezes
12757,305,Harrison Armstrong,Harrison Armstrong
-1,355,,Sam Greenwood
-1,793,,George King
7230,-1,Emile Smith-Rowe,
-1,763,,Charlie Gray
-1,19,,Gabriel Martinelli Silva
-1,286,,Zach Marsh
13306,513,Zach Abbott,Zach Abbott
8961,-1,Rúben Dias,
6326,374,Ibrahima Konaté,Ibrahima Konaté
11633,-1,Marc Guiu,
13741,663,Jhon Arias,Jhon Arias
7332,-1,Max Kilman,
-1,189,,Owen Dodgson
7762,644,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde
489,170,James Milner,James Milner
-1,326,,Adama Traoré Diarra
14176,750,James Rowswell,James Rowswell
13731,-1,Max Weiss,
-1,464,,Jack Moorhouse
-1,94,,Dominic Sadi
10717,-1,Rodrigo Muniz,
-1,272,,Jefferson Lerma Solís
-1,564,,Nazarii Rusyn
902,346,Sam Byram,Sam Byram
-1,17,,Martin Ødegaard
8127,-1,Amad Diallo Traore,
12358,-1,Oliver Scarles,
-1,504,,Matt Turner
-1,399,,Ederson Santana de Moraes
825,73,Adam Smith,Adam Smith
-1,129,,Yehor Yarmoliuk
-1,818,,James Wilson
-1,402,,Rayan Aït-Nouri
1250,381,Mohamed Salah,Mohamed Salah
-1,768,,Leon Routh
11033,281,Kaden Rodney,Kaden Rodney
-1,434,,Tom Heaton
-1,653,,Joe Hodge
12199,481,Alex Murphy,Alex Murphy
-1,745,,Jun'ai Byfield
5786,135,Yoane Wissa,Yoane Wissa
-1,622,,Lewis Orford
-1,711,,Andre Harriman-Annous
3635,-1,Bernardo Silva,
12759,160,Yankuba Minteh,Yankuba Minteh
-1,99,,Daniel Adu-Adjei
9662,83,Dango Ouattara,Dango Ouattara
-1,787,,Sam Chambers
-1,568,,Pedro Porro Sauceda
702,808,Tammy Abraham,Tammy Abraham
12910,679,Mads Hermansen,Mads Hermansen
-1,395,,Tyler Morton
10806,-1,Kaoru Mitoma,
-1,594,,Yang Min-hyeok
7075,259,Borna Sosa,Borna Sosa
-1,11,,Benjamin White
-1,643,,André Trindade da Costa Neto
-1,131,,Yunus Emre Konak
6157,319,Timothy Castagne,Timothy Castagne
6807,344,Jaka Bijol,Jaka Bijol
-1,563,,Luís Hemir Silva Semedo
9512,-1,Valentino Livramento,
-1,743,,Landon Emenalo
-1,770,,Seth Ridgeon
11174,458,Kobbie Mainoo,Kobbie Mainoo
-1,641,,Alfie Pond
-1,212,,Oluwaseun Adewumi
-1,482,,Harrison Ashby
13242,96,Ben Winterburn,Ben Winterburn
-1,449,,Bruno Borges Fernandes
-1,360,,Joe Gelhardt
-1,613,,Tomáš Souček
9910,660,Anton Stach,Anton Stach
10216,473,Lewis Hall,Lewis Hall
8717,343,Pascal Struijk,Pascal Struijk
-1,835,,Archie Whitehall
-1,104,,Julian Eyestone
12027,582,Mohammed Kudus,Mohammed Kudus
-1,268,,Cheick Doucouré
12014,-1,Jake O&#039;Brien,
-1,2,,Kepa Arrizabalaga Revuelta
-1,589,,Manor Solomon
-1,72,,Marcos Senesi Barón
10803,448,Tyrell Malacia,Tyrell Malacia
10169,144,Diego Coppola,Diego Coppola
8640,74,Adrien Truffert,Adrien Truffert
660,571,Ben Davies,Ben Davies
-1,93,,Hamed Traorè
12113,695,Jackson Tchatchoua,Jackson Tchatchoua
-1,277,,Malcolm Ebiowei
9667,59,Amadou Onana,Amadou Onana
6108,585,Rodrigo Bentancur,Rodrigo Bentancur
-1,274,,Asher Agbinone
204,668,Granit Xhaka,Granit Xhaka
9767,544,Habib Diarra,Habib Diarra
5543,-1,Gabriel Jesus,
-1,604,,Emerson Palmieri dos Santos
10291,292,Vitalii Mykolenko,Vitalii Mykolenko
5220,30,Kai Havertz,Kai Havertz
11936,805,Lorenzo Lucca,Lorenzo Lucca
7904,-1,Caoimhin Kelleher,
7382,476,Dan Burn,Dan Burn
11944,441,Patrick Dorgu,Patrick Dorgu
638,187,Kyle Walker,Kyle Walker
-1,149,,Igor Julio dos Santos de Paulo
-1,713,,Álex Jiménez Sánchez
-1,471,,Mark Gillespie
12149,90,Alex Scott,Alex Scott
5598,816,Angel Gomes,Angel Gomes
603,263,Nathaniel Clyne,Nathaniel Clyne
