first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Bart,Verbruggen,0,0,128,3330,43,10.0,896.2,0.0,6,604,90.8,10,0,3,9.5,46,GKP,27.826086956521742
Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GKP,0.0
Carl,Rushworth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Olivier,Boscagli,0,1,39,799,10,82.2,215.6,12.0,4,171,31.1,3,0,2,0.2,42,DEF,9.285714285714285
Diego,Coppola,0,0,10,193,3,3.7,42.4,2.0,0,32,4.8,1,0,2,0.0,42,DEF,2.380952380952381
Maxim,De Cuyper,2,3,84,1359,21,472.2,317.6,147.0,9,319,93.7,5,0,2,1.7,43,DEF,19.53488372093023
Lewis,Dunk,1,1,99,2747,37,122.2,633.6,208.0,5,439,96.6,7,0,10,0.9,45,DEF,22.0
Pervis,Estupiñán Tenorio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Ferdi,Kadıoğlu,1,2,117,3040,38,439.5,498.4,280.0,7,513,122.1,10,0,6,1.4,45,DEF,26.0
Igor Julio,dos Santos de Paulo,0,0,6,103,3,10.6,25.8,0.0,0,10,3.6,0,0,0,0.1,45,DEF,1.3333333333333333
Tariq,Lamptey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
Jan Paul,van Hecke,3,3,147,3120,41,238.8,963.0,295.0,8,573,150.1,10,0,9,11.0,47,DEF,31.27659574468085
Joël,Veltman,1,0,46,1047,13,80.5,247.0,68.0,1,176,39.6,2,0,5,0.1,43,DEF,10.697674418604652
Adam,Webster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
Eiran,Cashin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Jacob,Slater,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Charlie,Tasker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Mitoma,Kaoru,3,1,62,1714,20,422.3,288.4,416.0,2,247,112.3,5,0,5,2.0,61,MID,10.163934426229508
Georginio,Rutter,3,5,86,1760,20,347.9,337.0,443.0,2,289,112.7,7,0,2,0.3,56,MID,15.357142857142858
Solly,March,0,0,3,7,1,0.3,0.0,0.0,0,9,0.0,0,0,0,0.0,58,MID,0.5172413793103449
Yankuba,Minteh,3,8,116,2344,32,675.9,482.6,617.0,9,460,177.8,11,0,3,2.5,55,MID,21.09090909090909
Julio,Enciso Espínola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Brajan,Gruda,1,1,35,708,11,217.1,134.4,152.0,2,114,50.0,2,0,2,0.0,54,MID,6.481481481481481
Jack,Hinshelwood,4,5,89,1663,20,216.4,308.4,408.0,2,307,92.8,7,0,0,1.5,52,MID,17.115384615384613
Matt,O'Riley,1,0,16,202,3,67.7,65.4,63.0,2,48,19.6,1,0,0,0.3,55,MID,2.909090909090909
Abdallah,Sima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Yasin,Ayari,3,4,98,1921,24,251.3,359.8,231.0,7,406,84.5,6,0,1,0.4,48,MID,20.416666666666668
Carlos,Baleba,0,0,55,1615,19,134.8,156.4,42.0,0,222,33.4,7,0,5,1.5,45,MID,12.222222222222221
Diego,Gómez Amarilla,5,1,96,2059,26,318.3,438.2,414.0,9,357,117.2,8,0,9,0.4,49,MID,19.591836734693874
James,Milner,1,1,34,714,14,149.5,137.6,59.0,0,153,34.4,2,0,2,0.1,49,MID,6.938775510204081
Jeremy,Sarmiento Morante,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tom,Watson,0,0,5,57,2,2.4,6.0,7.0,0,15,1.6,0,0,1,0.0,48,MID,1.0416666666666667
Mats,Wieffer,2,4,92,1811,23,288.3,467.4,209.0,6,387,96.5,6,0,8,0.3,49,MID,18.77551020408163
Malick,Yalcouyé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Joe,Knight,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,44,MID,0.22727272727272727
Adrian,Mazilu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Andrew,Moran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Danny,Welbeck,13,1,125,2191,25,307.6,578.8,799.0,18,512,167.9,10,0,5,9.1,64,FWD,19.53125
Evan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD,0.0
Stefanos,Tzimas,1,1,16,132,2,65.7,66.6,44.0,0,55,17.7,0,0,0,0.1,52,FWD,3.0769230769230766
Charalampos,Kostoulas,2,1,34,320,9,104.9,139.8,236.0,3,136,48.0,1,0,2,0.3,48,FWD,7.083333333333334
Nehemiah,Oriola,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID,0.2222222222222222
Freddie,Simmonds,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pascal,Groß,1,6,76,1546,14,662.3,389.4,191.0,10,378,124.2,6,0,2,3.2,56,MID,13.571428571428573
Harry,Howell,0,0,4,92,2,5.1,10.2,2.0,0,11,1.8,0,0,0,0.0,45,MID,0.8888888888888888
Robert,Lynch Sánchez,0,1,109,2860,46,50.0,762.8,0.0,7,481,80.8,9,1,3,10.3,48,GKP,22.708333333333336
Filip,Jörgensen,0,0,9,378,5,0.0,79.8,0.0,0,50,7.9,0,0,0,0.2,43,GKP,2.0930232558139537
Mike,Penders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Gabriel,Słonina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Marc,Cucurella Saseta,1,4,102,2526,36,574.4,549.0,307.0,5,463,143.2,9,1,7,14.4,61,DEF,16.721311475409838
Reece,James,2,6,114,1919,20,482.1,454.0,109.0,11,488,104.7,8,0,4,5.9,56,DEF,20.357142857142858
Trevoh,Chalobah,3,1,134,2739,40,110.5,704.4,160.0,7,507,97.5,9,1,3,8.9,54,DEF,24.814814814814813
Levi,Samuels Colwill,0,0,5,135,2,6.4,34.8,2.0,0,18,4.4,0,0,0,0.1,47,DEF,1.0638297872340425
Malo,Gusto,2,3,97,2171,34,436.0,432.4,201.0,7,406,107.0,7,1,3,1.8,48,DEF,20.208333333333336
Benoît,Badiashile Mukinayi,0,0,7,470,10,7.9,102.8,2.0,0,48,11.4,0,0,2,0.0,44,DEF,1.5909090909090908
Wesley,Fofana,0,2,65,1577,22,65.0,448.2,72.0,3,286,58.6,4,1,5,0.4,44,DEF,14.772727272727272
Mamadou,Sarr,0,0,2,91,3,0.1,6.2,7.0,0,1,1.3,0,0,0,0.0,45,DEF,0.4444444444444444
Tosin,Adarabioyo,0,0,34,788,14,33.3,240.4,19.0,2,130,29.3,2,0,2,0.3,40,DEF,8.5
Josh,Acheampong,1,0,36,579,12,40.3,127.8,66.0,5,107,23.4,2,0,1,1.7,37,DEF,9.72972972972973
Aarón,Anselmino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Cole,Palmer,9,2,104,1776,30,376.8,495.6,508.0,9,395,138.0,3,0,4,12.5,103,MID,10.097087378640776
Pedro,Lomba Neto,5,5,114,2477,30,784.0,472.2,477.0,8,500,173.6,11,1,2,3.9,70,MID,16.285714285714285
Enzo,Fernández,9,4,143,2934,43,1009.0,769.0,735.0,16,647,251.3,8,0,9,10.8,64,MID,22.34375
Estêvão,Almeida de Oliveira Gonçalves,2,5,58,839,11,230.9,183.4,314.0,4,172,72.6,4,0,4,1.7,64,MID,9.0625
Jamie,Bynoe-Gittens,0,2,25,486,7,130.4,93.0,91.0,0,99,31.3,1,0,0,0.1,60,MID,4.166666666666667
Christopher,Nkunku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Moisés,Caicedo Corozo,3,1,106,2622,44,371.3,544.0,121.0,10,551,103.4,6,1,11,7.2,57,MID,18.596491228070175
Roméo,Lavia,0,0,13,374,10,46.6,34.4,14.0,0,81,9.5,0,0,0,0.0,49,MID,2.6530612244897958
Mykhailo,Mudryk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Andrey,Nascimento dos Santos,0,0,37,1157,17,148.6,183.4,74.0,0,211,40.6,1,0,4,0.3,44,MID,8.409090909090908
Dário,Luís Essugo,0,0,1,25,1,2.1,9.4,2.0,0,7,1.4,0,0,1,0.1,43,MID,0.23255813953488372
Kendry,Páez Andrade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
João Pedro,Junqueira de Jesus,15,9,176,2568,34,456.3,758.0,898.0,30,715,210.9,10,0,4,37.9,74,FWD,23.783783783783782
Liam,Delap,1,2,43,999,17,70.6,67.8,343.0,1,123,46.8,2,0,3,0.9,62,FWD,6.935483870967742
Nicolas,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Marc,Guiu Paz,0,1,13,265,3,40.1,24.6,86.0,0,19,13.1,0,0,1,5.1,40,FWD,3.25
Alejandro,Garnacho Ferreyra,1,4,55,1260,20,405.3,207.4,399.0,3,217,100.1,4,0,2,0.4,64,MID,8.59375
Jorrel,Hato,0,0,18,998,24,102.4,207.2,32.0,0,82,34.1,0,0,6,0.2,46,DEF,3.91304347826087
Landon,Emenalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Max,Merrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Teddy,Sharman-Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Jesse,Derry,0,0,1,45,2,6.4,4.6,25.0,0,5,3.6,0,0,0,0.0,45,MID,0.2222222222222222
Mathis,Eboué,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ryan,Kavuma-McQueen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Dean,Henderson,0,0,129,3240,49,10.0,800.8,0.0,7,523,81.0,11,0,5,9.3,51,GKP,25.294117647058826
Walter,Benítez,0,0,7,90,0,0.0,22.8,0.0,0,29,2.3,1,0,0,0.3,39,GKP,1.794871794871795
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Daniel,Muñoz Mejía,4,4,135,2355,32,394.8,593.4,387.0,9,474,137.5,10,0,7,9.5,59,DEF,22.881355932203387
Maxence,Lacroix,1,2,154,3085,47,106.4,821.8,316.0,11,529,124.3,11,1,4,7.6,52,DEF,29.615384615384613
Tyrick,Mitchell,1,3,134,3208,46,466.8,640.0,236.0,8,498,134.5,12,0,6,2.4,50,DEF,26.8
Borna,Sosa,0,0,6,99,2,24.1,12.6,8.0,0,9,4.5,0,0,1,0.1,48,DEF,1.25
Chris,Richards,1,0,128,2825,42,159.6,727.2,185.0,5,453,107.6,11,0,4,2.6,44,DEF,29.09090909090909
Chadi,Riad Dnanou,0,1,17,460,6,23.1,91.0,22.0,0,70,13.6,1,0,2,0.1,40,DEF,4.25
Nathaniel,Clyne,0,1,16,502,10,53.6,88.6,33.0,2,49,17.4,0,0,1,0.5,38,DEF,4.2105263157894735
Rob,Holding,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Caleb,Kporha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ismaïla,Sarr,9,2,116,2128,28,267.4,476.6,599.0,9,355,134.4,9,0,2,6.2,64,MID,18.125
Cheick,Doucouré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Romain,Esse,0,0,4,40,0,2.7,6.8,6.0,0,12,1.5,0,0,0,0.1,47,MID,0.851063829787234
Will,Hughes,0,1,43,1470,16,310.3,181.8,88.0,0,201,57.8,5,0,7,0.1,47,MID,9.148936170212766
Daichi,Kamada,0,2,66,1854,27,348.8,231.8,155.0,0,325,73.6,6,0,3,0.1,50,MID,13.2
Jefferson,Lerma Solís,0,5,65,1632,23,192.8,267.4,227.0,3,282,68.4,7,0,7,0.1,49,MID,13.265306122448978
Adam,Wharton,1,6,111,2536,42,719.3,495.4,180.0,8,508,139.7,8,1,4,0.8,50,MID,22.2
Asher,Agbinone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Naouirou,Ahamada,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Justin,Devenny,1,0,34,695,13,99.8,107.6,168.0,0,101,37.5,1,0,0,1.1,43,MID,7.906976744186047
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
David,Ozoh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kaden,Rodney,0,0,1,3,0,0.1,0.0,0.0,0,2,0.0,0,0,0,0.1,44,MID,0.22727272727272727
Franco,Umeh-Chibueze,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jean-Philippe,Mateta,11,0,108,2197,29,160.7,535.2,769.0,12,370,145.9,8,0,2,8.6,76,FWD,14.210526315789474
Eddie,Nketiah,2,0,23,414,12,84.6,120.0,173.0,3,100,37.8,0,0,2,0.3,54,FWD,4.259259259259259
Odsonne,Édouard,0,0,1,2,0,0.0,2.0,0.0,0,6,0.2,0,0,0,0.2,50,FWD,0.2
Zach,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,FWD,0.0
Brennan,Johnson,2,1,65,1710,24,311.0,223.4,230.0,2,217,75.8,6,0,6,2.4,65,MID,10.0
Jørgen,Strand Larsen,4,1,73,2225,39,200.4,265.2,459.0,3,214,90.5,5,0,4,1.5,59,FWD,12.372881355932202
Evann,Guessand,1,3,43,881,15,76.1,158.0,183.0,0,140,41.4,2,0,0,0.0,62,MID,6.935483870967742
Rio,Cardines,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID,0.0
Yéremy,Pino Santos,2,1,73,2029,27,679.3,303.4,351.0,3,311,133.2,7,0,4,0.2,58,MID,12.586206896551724
Jaydee,Canvot,0,0,72,1331,23,63.7,362.4,56.0,9,216,48.1,5,0,3,0.5,45,DEF,16.0
Christantus,Uche,0,1,17,159,4,7.1,13.2,73.0,0,42,8.8,0,0,0,0.1,55,FWD,3.090909090909091
Joél,Drakes-Thomas,0,0,2,7,1,1.0,1.4,0.0,0,6,0.3,0,0,0,0.0,45,MID,0.4444444444444444
Dean,Benamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ben,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
George,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Danny,Imray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Kiernan,Dewsbury-Hall,8,7,149,2546,38,594.2,613.0,436.0,18,590,164.5,8,0,6,8.2,53,MID,28.11320754716981
Tyrique,George,0,0,15,323,9,64.8,39.6,113.0,0,49,21.4,1,0,2,0.1,48,MID,3.125
Jordan,Pickford,0,0,133,3330,49,20.3,868.4,2.0,11,537,89.1,11,0,4,13.0,56,GKP,23.75
Mark,Travers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GKP,0.0
Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Jarrad,Branthwaite,1,1,32,678,9,42.8,175.0,75.0,0,108,29.3,1,0,1,0.3,53,DEF,6.037735849056604
James,Tarkowski,2,3,167,3240,47,235.1,972.2,414.0,12,589,162.5,11,0,7,12.7,58,DEF,28.79310344827586
Vitalii,Mykolenko,0,1,93,2869,46,378.7,542.6,71.0,2,341,99.1,9,0,6,0.7,49,DEF,18.97959183673469
Jake,O'Brien,1,3,115,3057,45,271.3,575.0,206.0,2,365,105.5,10,1,5,0.7,49,DEF,23.46938775510204
Séamus,Coleman,0,0,4,13,1,0.6,0.0,0.0,0,7,0.1,0,0,0,0.1,42,DEF,0.9523809523809523
Michael,Keane,3,1,127,2498,41,43.3,752.4,278.0,8,398,107.4,7,1,1,3.2,45,DEF,28.22222222222222
Nathan,Patterson,0,0,22,238,2,6.4,65.6,17.0,0,67,8.8,2,0,0,0.0,44,DEF,5.0
Roman,Dixon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Iliman,Ndiaye,6,3,126,2691,43,464.9,594.2,573.0,7,528,163.4,8,0,2,4.7,63,MID,20.0
Dwight,McNeil,0,3,53,1161,9,242.4,140.6,138.0,1,186,52.2,6,0,1,0.1,55,MID,9.636363636363637
Carlos,Alcaraz Durán,0,1,28,673,10,146.1,89.2,158.0,0,114,39.4,3,0,4,0.1,52,MID,5.384615384615384
Idrissa Gana,Gueye,2,3,83,2094,26,259.2,382.6,208.0,4,419,85.1,5,1,1,0.1,54,MID,15.37037037037037
James,Garner,2,7,155,3323,49,901.4,860.0,234.0,13,791,199.7,11,0,12,3.8,52,MID,29.807692307692307
Tim,Iroegbunam,0,3,64,1394,17,123.6,233.6,81.0,1,219,43.6,8,0,9,0.0,48,MID,13.333333333333334
Harrison,Armstrong,0,0,20,496,11,66.6,58.6,78.0,0,81,20.5,1,0,0,0.1,45,MID,4.444444444444445
Callum,Bates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Coby,Ebere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Isaac,Heath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Thierno,Barry,8,0,93,1815,33,206.3,340.8,495.0,9,295,101.7,7,0,3,0.8,57,FWD,16.31578947368421
Norberto Bercique,Gomes Betuncal,9,1,103,1545,19,159.7,445.8,655.0,15,340,124.5,5,0,3,3.4,51,FWD,20.196078431372552
Youssef,Ramalho Chermiti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD,0.0
Martin,Sherif,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Jack,Grealish,2,6,79,1627,23,520.5,374.2,397.0,12,356,129.2,7,1,3,5.6,63,MID,12.53968253968254
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,39,GKP,0.0
Adam,Aznou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,DEF,0.0
Tyler,Onyango,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Elijah,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Tyler,Dibling,0,0,18,349,2,61.0,46.0,32.0,0,49,13.6,2,0,2,0.0,53,MID,3.3962264150943398
Merlin,Röhl,1,1,34,614,12,86.6,109.0,62.0,2,94,25.8,2,0,0,0.0,50,MID,6.8
Braiden,Graham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Bernd,Leno,0,0,116,3330,51,0.0,799.6,0.0,8,528,79.9,8,0,3,2.3,50,GKP,23.2
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Antonee,Robinson,1,0,59,1397,19,317.8,358.6,78.0,6,251,75.6,3,0,4,0.8,49,DEF,12.040816326530612
Joachim,Andersen,0,1,123,2882,45,131.0,790.6,148.0,8,424,107.0,8,1,7,3.3,44,DEF,27.954545454545453
Calvin,Bassey,1,1,97,2442,40,141.3,562.6,115.0,9,366,82.3,6,0,5,0.8,44,DEF,22.045454545454543
Timothy,Castagne,0,2,53,1748,31,278.0,355.4,186.0,1,262,82.1,2,0,4,0.2,43,DEF,12.325581395348838
Issa,Diop,0,0,16,727,13,7.3,144.0,14.0,0,62,16.6,0,0,2,0.1,43,DEF,3.7209302325581395
Jorge,Cuenca Barreno,0,0,39,931,11,47.1,244.6,14.0,1,155,30.7,2,0,5,0.1,43,DEF,9.069767441860465
Kenny,Tete,1,0,81,1791,25,214.1,416.0,108.0,5,318,73.9,6,0,2,0.2,45,DEF,18.0
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Alex,Iwobi,4,3,100,2330,40,696.2,497.6,305.0,13,493,150.0,4,0,3,1.1,61,MID,16.393442622950822
Emile,Smith Rowe,3,1,77,1838,27,324.5,284.2,397.0,1,340,100.6,5,0,1,0.5,56,MID,13.75
Andreas,Hoelgebaum Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID,0.0
Ryan,Sessegnon,3,3,95,1816,29,225.0,413.8,229.0,8,332,86.7,6,0,0,0.1,54,MID,17.59259259259259
Harry,Wilson,10,8,164,2656,38,649.8,690.2,593.0,21,623,193.3,9,0,7,18.9,59,MID,27.796610169491522
Sander,Berge,0,3,88,2814,45,330.3,422.8,101.0,3,487,85.4,7,0,5,0.1,49,MID,17.959183673469386
Tom,Cairney,1,0,35,726,10,166.9,114.8,55.0,1,154,33.8,2,0,3,0.0,48,MID,7.291666666666667
Saša,Lukić,1,4,67,1730,22,441.4,317.6,176.0,4,314,93.4,6,0,9,0.1,49,MID,13.673469387755102
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Josh,King,1,3,62,1272,18,186.9,201.0,315.0,3,219,69.4,5,0,4,1.6,44,MID,14.09090909090909
Harrison,Reed,1,0,15,89,4,44.4,42.0,11.0,2,48,9.7,0,0,0,0.3,43,MID,3.488372093023256
Raúl,Jiménez Rodríguez,9,5,111,2165,28,331.4,479.4,728.0,7,408,153.3,9,0,5,1.9,60,FWD,18.5
Rodrigo,Muniz Carvalho,1,1,34,916,13,92.7,113.0,256.0,3,89,44.1,2,0,2,0.7,53,FWD,6.415094339622642
Oscar,Bobb,0,2,39,959,13,292.6,135.2,203.0,0,175,63.4,3,0,1,0.2,51,MID,7.647058823529412
Benjamin,Lecomte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GKP,0.0
Samuel,Chukwueze,3,4,62,1067,20,346.7,274.0,243.0,1,242,85.8,2,0,0,0.1,53,MID,11.69811320754717
Kevin,Santos Lopes de Macedo,1,2,45,971,15,234.2,214.8,234.0,0,170,68.1,4,0,1,0.1,57,MID,7.894736842105263
Jonah,Kusi-Asare,0,0,6,49,2,12.0,3.2,8.0,0,19,2.3,0,0,1,0.1,45,FWD,1.3333333333333333
Seth,Ridgeon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alfie,McNally,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Facundo,Buonanotte,0,0,2,69,2,25.7,6.0,19.0,0,5,5.0,0,0,1,0.1,46,MID,0.4347826086956522
Illan,Meslier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,41,GKP,0.0
Alex,Cairns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Karl,Darlow,0,0,69,1890,24,0.0,491.2,0.0,3,323,49.4,5,0,1,6.7,40,GKP,17.25
Jayden,Bogle,1,5,94,2718,43,327.4,422.6,212.0,1,299,96.5,6,0,6,0.5,44,DEF,21.363636363636363
Pascal,Struijk,0,1,107,2845,45,160.2,685.4,272.0,4,412,111.8,7,0,5,2.2,42,DEF,25.476190476190474
Jaka,Bijol,1,3,98,1819,25,83.8,514.0,239.0,6,317,83.7,5,0,3,1.1,39,DEF,25.128205128205128
Sebastiaan,Bornauw,0,0,24,428,4,6.3,98.6,12.0,0,75,11.7,2,0,1,0.1,38,DEF,6.315789473684211
Sam,Byram,0,0,2,8,1,0.0,5.4,0.0,0,1,0.5,0,0,0,0.4,37,DEF,0.5405405405405405
Gabriel,Gudmundsson,0,0,68,2637,45,363.7,442.6,158.0,8,286,96.4,5,1,4,2.6,38,DEF,17.894736842105264
Joe,Rodon,2,0,108,2862,50,127.0,688.8,242.0,5,369,106.2,6,0,3,2.9,39,DEF,27.692307692307693
Isaac,Schmidt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Brenden,Aaronson,4,8,125,2359,30,469.9,473.8,477.0,5,442,142.0,9,0,2,0.9,54,MID,23.148148148148145
Wilfried,Gnonto,0,3,31,500,12,128.0,84.4,57.0,0,131,26.9,1,0,3,0.1,51,MID,6.07843137254902
Jack,Harrison,0,0,12,262,5,49.4,30.0,35.0,0,51,11.5,0,0,0,0.0,51,MID,2.3529411764705883
Daniel,James,0,0,22,527,14,128.8,65.6,133.0,0,89,32.9,1,0,0,0.1,52,MID,4.230769230769231
Ethan,Ampadu,1,4,131,3029,46,367.5,574.2,164.0,11,572,111.0,8,0,9,0.6,49,MID,26.734693877551017
Sam,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Ilia,Gruev,0,4,56,1318,23,171.0,199.4,64.0,3,245,43.2,5,0,3,0.1,47,MID,11.914893617021276
Largie,Ramazani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tanaka,Ao,2,1,63,1230,21,301.3,212.8,104.0,4,274,61.8,3,0,1,0.2,48,MID,13.125
Charlie,Crew,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
